,title,make,model,manufactured,reg_year,transmission_auto,curb_weight,power,engine_cap,no_of_owners,depreciation,coe,dereg_value,mileage,omv,arf,opc_revised,opc_old,road_tax,type_of_vehicle_1,type_of_vehicle_2,type_of_vehicle_3,type_of_vehicle_4,make_model_1,make_model_2,make_model_3,make_model_4,make_model_5,make_model_6,make_model_7,make_model_8,make_model_9,make_model_10,category_almost new car,category_coe car,category_consignment car,category_direct owner sale,category_electric cars,category_hybrid cars,category_imported used vehicle,category_low mileage car,category_opc car,category_parf car,category_premium ad car,category_rare & exotic,category_sgcarmart warranty cars,category_sta evaluated car,category_vintage cars,fuel_type_diesel,fuel_type_electric,fuel_type_petrol-electric,coe_valid_time,price
78,bentley continental gt 6.0a speed (coe till 10/2030),bentley,continental,2009.0,2011.0,1,2350.0,449.0,5998.0,5.0,19590.0,38216.0,135493.43852763626,114800.0,185878.0,185878.0,0,0,7781.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,198000.0
79,honda jazz 1.5a rs,honda,jazz,2016.0,2016.0,1,1046.0,96.0,1498.0,2.0,9750.0,43000.0,27367.0,62118.0,16259.0,11259.0,0,0,684.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54800.0
80,nissan nv350 2.5a,nissan,nv350,2016.0,2016.0,1,1800.0,167.95500681911827,2488.0,2.0,8950.0,41444.0,21676.0,99000.0,24687.0,1235.0,0,0,1784.5240000000001,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51500.0
81,toyota hiace 3.0m dx,toyota,hiace,2017.0,2017.0,0,1780.0,111.0,2982.0,2.0,8960.0,35586.0,22151.0,59773.0,31917.0,1596.0,0,0,2363.986,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,61400.0
82,toyota vios 1.5a e sports (coe till 10/2025),toyota,vios,2010.0,2010.0,1,1095.0,80.0,1497.0,3.0,6880.0,17600.0,14736.0,105000.0,12116.0,12116.0,0,0,752.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,31700.0
83,toyota camry 2.0a (coe till 06/2026),toyota,camry,2006.0,2007.0,1,1530.0,108.0,1998.0,1.0,7440.0,48479.0,23336.0,150000.0,28129.0,30942.0,0,0,1815.0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,39400.0
84,mercedes-benz slk-class slk350 amg sport (new 10-yr coe),mercedes-benz,amg,2011.0,2012.0,1,1540.0,225.0,3498.0,4.0,11970.0,44996.85820658109,66434.92190842626,123400.0,73659.0,73659.0,0,0,3164.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,131800.0
85,bmw 5 series 530i m-sport,bmw,530i,2018.0,2018.0,1,1540.0,185.0,1998.0,1.0,21680.0,32552.0,82489.0,33000.0,60007.0,80013.0,0,0,1210.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,215400.0
86,toyota camry 2.0a (coe till 03/2024),toyota,camry,2009.0,2009.0,1,1530.0,108.0,1998.0,4.0,9300.0,16509.0,8521.0,340000.0,26727.0,26727.0,0,0,1573.0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26400.0
87,toyota wish 1.8a x (coe till 07/2028),toyota,wish,2008.0,2008.0,1,1310.0,97.0,1794.0,2.0,6410.0,36888.0,25215.0,97800.0,18803.0,18803.0,0,0,1361.0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,48200.0
88,lexus es250 executive sunroof,lexus,es,2020.0,2021.0,1,1620.0,152.0,2487.0,1.0,16650.0,49500.0,75745.0,8027.0,40319.0,48447.0,0,0,1784.0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,200000.0
89,mazda 3 1.5a sunroof (opc),mazda,3,2017.0,2017.0,1,1310.0,88.0,1496.0,1.0,8050.0,25801.0,23459.0,21000.0,16034.0,11034.0,1,0,182.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,58200.0
90,kia cerato k3 1.6a sx,kia,cerato,2016.0,2017.0,1,1295.0,95.3,1591.0,1.0,8570.0,50889.0,41786.0,40000.0,17755.0,17755.0,0,0,738.0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,62500.0
91,honda civic 1.8a (coe till 11/2028),honda,civic,2008.0,2008.0,1,1240.0,103.0,1799.0,3.0,7420.0,32121.0,23294.0,145000.0,21736.0,21736.0,0,0,1271.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,59200.0
92,mazda 6 2.0a,mazda,2,2019.0,2020.0,1,1515.0,121.0,1998.0,1.0,10800.0,30012.0,40405.0,19000.0,19734.0,19734.0,0,0,1210.0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,112200.0
93,toyota previa 2.4a aeras moonroof,toyota,previa,2019.0,2020.0,1,1775.0,125.0,2362.0,1.0,14650.0,30890.0,56278.0,19000.0,34487.0,40282.0,0,0,1638.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,158200.0
94,mercedes-benz e-class e200 (coe till 03/2029),mercedes-benz,e200,1999.0,1999.0,1,1615.0,135.0,1998.0,5.0,6160.0,33018.0,25103.0,114164.0,53994.0,75592.0,0,0,1815.0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,51500.0
95,bmw 3 series 316i,bmw,316i,2013.0,2013.0,1,1405.0,100.0,1598.0,2.0,15130.0,79223.0,31297.0,80000.0,31108.0,25552.0,0,0,742.0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48900.0
96,honda civic 2.0a (coe till 04/2027),honda,civic,2007.0,2007.0,1,1312.0,114.0,1998.0,2.0,8980.0,52008.0,29552.0,164500.0,21597.0,23757.0,0,0,1815.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,56100.0
97,toyota dyna 150 3.0m (coe till 06/2026),toyota,dyna,2011.0,2011.0,0,1800.0,202.85518797911826,2982.0,2.0,10610.0,20162.0,21874.489286526263,114800.0,24970.0,1249.0,0,0,2363.986,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,43800.0
98,mercedes-benz e-class e200 (new 10-yr coe),mercedes-benz,e200,2011.0,2012.0,1,1615.0,135.0,1796.0,2.0,9870.0,44996.85820658109,53433.56491349626,139000.0,52532.0,52532.0,0,0,974.0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,108700.0
99,audi tt rs coupe 2.5m tfsi quattro (coe till 03/2029),audi,rs,2010.0,2010.0,0,1450.0,250.0,2480.0,6.0,16560.0,33018.0,25103.0,113888.0,74411.0,74411.0,0,0,2131.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,138500.0
100,bmw 5 series 523i (coe till 12/2030),bmw,523i,2010.0,2011.0,1,1650.0,150.0,2497.0,4.0,8320.0,40714.0,38093.0,127033.0,38395.0,38395.0,0,0,1976.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,85600.0
101,mercedes-benz 250,mercedes-benz,250,1981.0,2019.0,1,1375.0,103.0,2525.0,1.0,10610.0,3913.0,23504.043568846264,27000.0,3897.0,3897.0,0,0,280.0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,38500.0
102,volkswagen caddy 1.6a (coe till 09/2030),volkswagen,caddy,2010.0,2011.0,1,1420.0,92.0,1598.0,2.0,5030.0,23950.0,21804.0,163000.0,27237.0,1362.0,0,0,815.8997,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,50400.0
103,toyota estima 2.4a x moonroof (coe till 08/2028),toyota,estima,2008.0,2008.0,1,1730.0,125.0,2362.0,6.0,7760.0,34991.0,24340.0,145000.0,26512.0,19948.0,0,0,2129.0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,59400.0
104,citroen grand c4 picasso diesel 1.6a e-hdi panoramic,citroen,c4,2015.0,2015.0,1,1320.0,85.0,1560.0,1.0,10260.0,55889.0,30424.0,70000.0,26069.0,13497.0,0,0,1144.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,51200.0
105,opel mokka x diesel 1.6a,opel,mokka,2016.0,2017.0,1,1501.0,100.0,1598.0,1.0,10140.0,46229.0,37201.0,172569.0,21024.0,16434.0,0,0,1182.0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,69100.0
106,toyota corolla altis 1.6a (coe till 09/2023),toyota,corolla,2008.0,2008.0,1,1195.0,80.0,1598.0,4.0,9020.0,16170.0,6743.0,120383.0,16084.0,16084.0,0,0,965.0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,20700.0
107,nissan latio 1.5a sports premium (coe till 05/2024),nissan,latio,2008.0,2009.0,1,1130.0,80.0,1498.0,3.0,7280.0,13943.0,7587.0,135000.0,20880.0,20880.0,0,0,889.0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21800.0
108,audi rs 5 sportback 2.9a tfsi quattro,audi,rs,2020.0,2020.0,1,1795.0,331.0,2894.0,2.0,32670.0,41510.0,133542.0,10000.0,86726.0,128107.0,0,0,2262.0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,394800.0
109,bmw x1 sdrive18i,bmw,x1,2016.0,2016.0,1,1430.0,100.0,1499.0,1.0,14480.0,49156.0,43332.0,84800.0,29796.0,28715.0,0,0,684.0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91100.0
110,bmw x3 sdrive20i advantage,bmw,x3,2019.0,2020.0,1,1685.0,135.0,1998.0,1.0,18800.0,40301.0,73219.0,10232.0,40234.0,48328.0,0,0,1210.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,216500.0
111,honda civic 1.6a vti,honda,civic,2016.0,2016.0,1,1249.0,92.0,1597.0,1.0,10910.0,53000.0,41882.0,89000.0,19541.0,19541.0,0,0,742.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,72400.0
112,bmw 5 series 528i (new 10-yr coe),bmw,528i,2012.0,2012.0,1,1620.0,180.0,1997.0,1.0,11970.0,44996.85820658109,50988.61809942626,93000.0,48559.0,48559.0,0,0,1210.0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,131800.0
113,nissan nv200 1.6a,nissan,nv200,2021.0,2021.0,1,1160.0,105.07816221911827,1598.0,1.0,5660.0,20235.0,19997.0,644.0,18306.0,916.0,0,0,741.727,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61500.0
114,maserati quattroporte s 3.0a,maserati,quattroporte,2014.0,2014.0,1,1900.0,302.0,2979.0,3.0,36320.0,93500.0,121869.0,93450.0,104655.0,160379.0,0,0,2362.0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,197800.0
115,honda civic hybrid 1.3a (coe till 11/2028),honda,civic,2008.0,2008.0,1,1290.0,70.0,1339.0,3.0,6340.0,29670.0,21476.0,145000.0,29539.0,17724.0,0,0,767.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,50500.0
116,bmw x5 xdrive40i xline,bmw,x5,2018.0,2019.0,1,2060.0,250.0,2998.0,2.0,32310.0,32909.0,115445.0,27000.0,83555.0,122399.0,0,0,2384.0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,328700.0
117,nissan x-trail 2.0a 7-seater sunroof,nissan,x-trail,2016.0,2016.0,1,1626.0,106.0,1997.0,1.0,11790.0,55501.0,46899.0,50000.0,23227.0,24518.0,0,0,1210.0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80100.0
118,mercedes-benz s-class s350l sunroof (coe till 03/2030),mercedes-benz,s350,2010.0,2010.0,1,1850.0,200.0,3498.0,2.0,15530.0,35416.0,30332.0,38750.0,102205.0,102205.0,0,0,3797.0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,146300.0
119,toyota wish 1.8a x (coe till 04/2023),toyota,wish,2008.0,2008.0,1,1300.0,97.0,1794.0,4.0,7880.0,20441.0,6485.0,184000.0,16728.0,16728.0,0,0,1361.0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13800.0
120,nissan nv200 1.5m (coe till 03/2026),nissan,nv200,2010.0,2011.0,0,1280.0,95.39936703911827,1461.0,2.0,6040.0,19240.0,17701.0,133402.0,23466.0,1174.0,0,0,727.5141500000002,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,30600.0
121,mercedes-benz vito 109 cdi,mercedes-benz,vito,2019.0,2021.0,0,1780.0,105.07816221911827,1598.0,1.0,8020.0,37513.0,35941.0,644.0,27952.0,1398.0,0,0,741.727,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84500.0
122,toyota previa 2.4a 8-seater (coe till 09/2029),toyota,previa,2009.0,2009.0,1,1795.0,125.0,2362.0,3.0,7060.0,37941.0,30519.0,190000.0,35039.0,35039.0,0,0,1966.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,62500.0
123,porsche cayenne 3.6a tip (coe till 04/2031),porsche,cayenne,2011.0,2011.0,1,2105.0,220.0,3598.0,2.0,15060.0,47316.0,45799.0,112437.0,80197.0,80197.0,0,0,3654.0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,160400.0
124,lexus is250 (coe till 04/2022),lexus,is,2007.0,2008.0,1,1625.0,153.0,2500.0,4.0,15760.0,26004.0,3234.0,168818.0,36637.0,40301.0,0,0,2520.0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10800.0
125,mercedes-benz e-class e250 amg line,mercedes-benz,amg,2018.0,2018.0,1,1615.0,155.0,1991.0,1.0,20460.0,31307.0,74363.0,31000.0,54329.0,69793.0,0,0,1202.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,196700.0
126,mercedes-benz cla-class cla180 amg line premium plus,mercedes-benz,amg,2019.0,2020.0,1,1410.0,100.0,1332.0,1.0,15750.0,32889.0,65033.0,22450.0,41193.0,49671.0,0,0,586.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,173700.0
127,mitsubishi lancer ex 2.0a gt (coe till 07/2030),mitsubishi,lancer,2010.0,2010.0,1,1427.0,114.0,1998.0,5.0,7950.0,33568.0,29889.0,152600.0,19766.0,19766.0,0,0,1452.0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,77900.0
128,honda accord 2.0a (coe till 04/2024),honda,accord,2008.0,2009.0,1,1505.0,115.0,1997.0,4.0,8590.0,17706.0,9479.0,207000.0,33066.0,33066.0,0,0,1573.0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25300.0
129,nissan latio 1.5a (coe till 05/2023),nissan,latio,2007.0,2008.0,1,1130.0,80.0,1498.0,2.0,7800.0,19096.0,6508.0,145000.0,15032.0,15032.0,0,0,958.0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14600.0
130,alfa romeo giulia 2.9a quadrifoglio,alfa romeo,giulia,2017.0,2018.0,1,1620.0,375.0,2891.0,5.0,28610.0,39903.0,125123.0,50888.0,89164.0,132496.0,0,0,2258.0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,276000.0
131,citroen berlingo 1.6m hdi (coe till 09/2024),citroen,berlingo,2009.0,2009.0,0,1440.0,102.39353289911827,1560.0,3.0,7170.0,12916.0,7856.0,140000.0,21528.0,1077.0,0,0,863.3280000000001,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,24000.0
132,mazda cx-5 2.0a,mazda,2,2019.0,2019.0,1,1576.0,121.0,1998.0,1.0,12040.0,52410.0,56978.0,22000.0,23825.0,25355.0,0,0,1210.0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,118800.0
133,lexus is250 (coe till 05/2026),lexus,is,2006.0,2006.0,1,1625.0,153.0,2500.0,3.0,8370.0,46048.0,21952.0,145000.0,36638.0,40302.0,0,0,2700.0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,43900.0
134,bmw 5 series 530i m-sport,bmw,530i,2020.0,2020.0,1,1540.0,185.0,1998.0,1.0,10610.0,10.0,35556.0,13000.0,28488.0,33891.716082720006,0,0,1210.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,228800.0
135,volkswagen scirocco 1.4a tsi (new 10-yr coe),volkswagen,scirocco,2011.0,2011.0,1,1285.0,118.0,1390.0,1.0,6990.0,44202.64355053101,37310.33145549626,99500.0,26332.0,26332.0,0,0,620.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,76900.0
136,mitsubishi lancer ex 1.6a,mitsubishi,lancer,2016.0,2016.0,1,1284.0,86.0,1590.0,1.0,8270.0,53334.0,37909.0,110377.0,14756.0,14756.0,0,0,738.0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53900.0
137,bmw 3 series 318i,bmw,318i,2015.0,2016.0,1,1425.0,100.0,1499.0,2.0,12710.0,44001.0,34770.0,116000.0,26979.0,24771.0,0,0,684.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76800.0
138,honda jazz 1.3a (coe till 05/2024),honda,jazz,2008.0,2009.0,1,1060.0,73.0,1339.0,3.0,8600.0,13943.0,7716.0,129000.0,20064.0,20064.0,0,0,767.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26200.0
139,jaguar xe diesel 2.0a prestige,jaguar,xe,2015.0,2016.0,1,1574.0,132.0,1999.0,2.0,11960.0,50089.0,53772.0,117170.0,45420.0,45588.0,0,0,1812.0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,82500.0
140,mini cooper s 1.6a (coe till 08/2029),mini,cooper,2008.0,2009.0,1,1155.0,128.0,1598.0,4.0,10060.0,29328.0,23527.0,103500.0,35294.0,35294.0,0,0,890.0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,88800.0
141,nissan qashqai 1.2a dig-t,nissan,qashqai,2018.0,2018.0,1,1325.0,85.0,1197.0,2.0,9890.0,33308.0,38151.0,31000.0,20399.0,20559.0,0,0,508.0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,85600.0
142,kia cerato k3 1.6a,kia,cerato,2017.0,2017.0,1,1295.0,95.3,1591.0,1.0,8930.0,44002.0,35955.0,44000.0,12899.0,12899.0,0,0,738.0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65800.0
143,bmw 1 series 116i m-sport (new 10-yr coe),bmw,116i,2012.0,2012.0,1,1310.0,100.0,1598.0,4.0,7480.0,44996.85820658109,37287.56200366626,120000.0,26295.0,26295.0,0,0,742.0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,82300.0
144,lexus gs450h hybrid super luxury (coe till 08/2029),lexus,gs,2009.0,2009.0,1,1860.0,218.0,3456.0,2.0,10610.0,39936.0,46662.42225172626,140000.0,69214.0,41529.0,0,0,3720.0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,79400.0
145,mercedes-benz e-class e250 amg line,mercedes-benz,amg,2016.0,2017.0,1,1615.0,155.0,1991.0,2.0,19820.0,54406.0,91669.0,73000.0,60393.0,80708.0,0,0,1202.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,169200.0
146,bmw 5 series 528i sport pro,bmw,528i,2016.0,2016.0,1,1615.0,180.0,1997.0,3.0,16910.0,49501.0,62862.0,71000.0,45870.0,56218.0,0,0,1210.0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,119400.0
147,toyota corolla axio 1.5a x (coe till 03/2024),toyota,corolla,2008.0,2009.0,1,1130.0,81.0,1496.0,4.0,8240.0,12763.0,6441.0,161400.0,17140.0,17140.0,0,0,887.0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22900.0
148,volkswagen scirocco 1.4a tsi (new 10-yr coe),volkswagen,scirocco,2011.0,2011.0,1,1285.0,118.0,1390.0,2.0,7090.0,44202.64355053101,36661.70977363626,90000.0,25278.0,25278.0,0,0,620.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,78000.0
149,honda jazz 1.5a rs,honda,jazz,2018.0,2018.0,1,1088.0,96.0,1498.0,1.0,9450.0,30209.0,34353.0,23000.0,17135.0,17135.0,0,0,684.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,83400.0
150,audi a3 sedan 1.4a tfsi ambiente,audi,a3,2015.0,2015.0,1,1310.0,92.0,1395.0,2.0,11370.0,59200.0,39526.0,122000.0,27587.0,20622.0,0,0,624.0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,64400.0
151,audi rs 4 avant 4.2a fsi quattro,audi,rs,2013.0,2015.0,1,1795.0,331.0,4163.0,3.0,37660.0,66751.0,111592.0,106800.0,90910.0,135638.0,0,0,4206.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,220000.0
152,toyota wish 2.0a (coe till 04/2024),toyota,wish,2009.0,2009.0,1,1380.0,106.0,1987.0,2.0,8870.0,17706.0,9498.0,140000.0,22003.0,22003.0,0,0,1438.0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26200.0
153,mercedes-benz a-class saloon a200 se,mercedes-benz,a200,2019.0,2021.0,1,1385.0,120.0,1332.0,1.0,14040.0,58001.0,82527.0,652.0,31542.0,36159.0,0,0,586.0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,172700.0
154,kia sorento 2.4a sx sunroof (coe till 09/2030),kia,sorento,2010.0,2010.0,1,1838.0,128.0,2359.0,4.0,12520.0,34935.0,31805.0,125446.0,24506.0,24506.0,0,0,1797.0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,125400.0
155,honda shuttle hybrid 1.5a,honda,shuttle,2018.0,2019.0,1,1190.0,101.0,1496.0,2.0,17120.0,40001.0,42421.0,33700.0,22729.0,13821.0,0,0,682.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,158500.0
156,toyota land cruiser prado 2.7a tx l,toyota,land,2019.0,2020.0,1,2100.0,120.0,2693.0,1.0,23340.0,30890.0,69180.0,20.0,46622.0,57271.0,0,0,2026.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,249500.0
157,honda jazz 1.5a rs,honda,jazz,2015.0,2016.0,1,1046.0,96.0,1498.0,2.0,10610.0,59200.0,33340.0,78000.0,15417.0,10417.0,0,0,684.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57100.0
